Symbol,Price,Data_Source,History_Bars_1Y,Last_Price_Date,Price_Age_Days,Avg_Volume_10D,Sector,Industry,Market_Cap_Cr,200_DMA,50_DMA,RSI,Sales_Growth_TTM%,Sales_Growth_5Y%,ROE%,Avg_ROE_5Y%,Profit_Margin%,Debt_Equity,PEG_Ratio,PE_Ratio,Down_From_52W_High%,Smart_Money%,Free_Cashflow,CFO_PAT_Ratio,EPS_Growth%,F_Score,F_Score_Method,RS_Rating,Earnings_Accel,Earnings_Inflection_Score,Graham_Number,Value_Gap%,Technical_Signal,MACD_Bullish,Analyst_Rating,Target_Mean_Price,Analyst_Upside%,Analyst_Count,Promoter_Holding%,Inst_Holding%,ATR,Stop_Loss_ATR,Max_Qty_1L,Estimate_Score_Adj,Momentum_Signal,High_52W,Low_52W,ROCE%,Median_PAT_Growth_5Y%,Pledge_Pct,Ret_1M,Ret_3M,Ret_6M,Vol_Breakout,Dist_From_52W_High,Fetch_Core_Present,Fetch_Core_Required,Fetch_History_Required,Fetch_Valid,_dq_blocked,Data_Quality,Fetch_Soft_Flags,Short_History_Exempt,DQ_Adjustment,score,sales_cagr_5y,avg_roe_5y,pe_ratio,debt_equity,cfo_pat_ratio,market_cap_cr,ml_rank_score,Backtest_CAGR,Backtest_Win_Rate,Backtest_Max_DD,Backtest_Sharpe,Sector_Leader,Score,factor_penalties,Data_Confidence,Conviction_Score,Conviction_Boost,Institutional_Interest,Super_Investors,Rating,ML_Predicted_Return,SHAP_Breakdown,Buy_Below,Stop_Loss,Target_1
WAAREEENER.NS,3027.0,yfinance,248,,,2675878,Technology,Solar,87457.22,3080.5953540039063,2822.7420068359374,72.36,118.8,71.63,19.7,22.98,14.82,0.25,,26.75,21.68,7432.9,0,0.0,101.3,7,9pt_piotroski,1.61,False,0,1065.87,-64.79,Bullish,True,Buy,3422.7273,13.07,11,6838.3,594.6,141.55,2743.9,7,0,STABLE,3865.0,1863.0,24.21,156.27,0,0.0447,-0.0114,-0.1411,0.43,0.1901,7,2,120,True,False,74.4,,,,0.0,71.63,22.98,26.75,0.25,0.0,87457.22,0.11621900000000002,0.0,0.0,0.0,0.0,False,60.0095,"[{'name': 'Overvaluation Spline (-64.8)', 'value': -40}, {'name': 'Cash Quality Spline (0.0)', 'value': -40}]",87.5,60.0,0.0,0,,Hold,-10.5001762509346,"{""sales_cagr_5y"": -0.056147586554288864, ""pe_ratio"": -0.01568036898970604, ""avg_roe_5y"": -0.005400938913226128, ""market_cap_cr"": 0.0049796029925346375, ""debt_equity"": -0.0030964245088398457, ""cfo_pat_ratio"": 0.0008735716692171991, ""score"": -0.00023414302268065512}",3087.5,2743.9,3783.8
USHAMART.NS,393.0,yfinance,248,,,377221,Metals & Mining,Steel,11983.36,408.6649072265625,416.252998046875,38.49,6.6,,14.8,17.22,11.62,8.91,,27.39,20.94,6656.6,0,0.0,16.1,6,9pt_piotroski,0.9,False,0,187.08,-52.4,Bearish,False,None,559.0,42.24,2,4041.9,2614.7,15.53,361.94,64,0,STABLE,497.1,285.4,18.13,20.21,0,-0.0234,-0.1304,-0.0787,0.47,0.184,7,2,120,True,False,74.4,,,,0.0,0.0,17.22,27.39,8.91,0.0,11983.36,0.11608600000000001,0.0,0.0,0.0,0.0,False,43.36477,"[{'name': 'Overvaluation Spline (-52.4)', 'value': -40}, {'name': 'Cash Quality Spline (0.0)', 'value': -40}, {'name': 'Lopsided Profile Spline (33.3)', 'value': -40}, {'name': 'Institutional Quality Gate 6/12', 'value': -40}]",87.5,10.0,0.0,0,,Avoid,-3.965635225176811,"{""pe_ratio"": -0.007958697155117989, ""market_cap_cr"": -0.005867074243724346, ""avg_roe_5y"": 0.0049790204502642155, ""sales_cagr_5y"": -0.0035422113724052906, ""debt_equity"": 0.002511858008801937, ""cfo_pat_ratio"": 0.0013916433090344071, ""score"": -0.0008754206937737763}",400.9,361.9,491.2
INDOTHAI.NS,250.89999389648438,yfinance,248,,,500338,Financial Services,Capital Markets,3211.98,269.0240589141846,257.09019927978517,41.27,417.0,,4.4,9.93,56.96,1.43,,85.92,46.2,5651.4,0,0.0,1400.0,3,9pt_piotroski,-2.18,False,0,33.04,-86.83,Bearish,False,None,0.0,0.0,0,5651.4,0.0,10.22,230.47,97,0,STABLE,466.35,143.65,6.1,-50.62,0,-0.0145,-0.2775,0.1905,0.66,0.455,7,2,120,True,False,74.4,,,,0.0,0.0,9.93,85.92,1.43,0.0,3211.98,0.11573999999999998,0.0,0.0,0.0,0.0,False,10.74978,"[{'name': 'Extreme Overvaluation', 'value': -5}, {'name': 'ROE Decay Spline (9.9)', 'value': -46.7}, {'name': 'Quality Floor Spline (F:3)', 'value': -46.7}, {'name': 'Overvaluation Spline (-86.8)', 'value': -46.7}, {'name': 'Cash Quality Spline (0.0)', 'value': -46.7}, {'name': 'Lopsided Profile Spline (29.0)', 'value': -46.7}, {'name': 'Institutional Quality Gate 3/12', 'value': -46.7}]",87.5,10.0,0.0,0,,Avoid,-6.131267175078392,"{""market_cap_cr"": -0.032943956553936005, ""avg_roe_5y"": 0.013403796590864658, ""score"": -0.007062871474772692, ""sales_cagr_5y"": -0.006947268731892109, ""pe_ratio"": 0.0011974977096542716, ""debt_equity"": 0.0007328707724809647, ""cfo_pat_ratio"": 0.0006027234485372901}",255.9,230.5,313.6
SAMMAANCAP.NS,131.10000610351562,yfinance,248,,,7123423,Financial Services,Mortgage Finance,10704.29,144.18225032806396,144.73300048828125,30.26,-11.2,,0.0,6.32,39.87,2.04,,7.15,32.05,4283.1,0,0.0,-7.7,4,9pt_piotroski,0.97,False,0,300.14,128.94,Bearish,False,None,0.0,0.0,0,952.9,3330.2,4.9,121.31,204,0,STABLE,192.95,97.61,-3.02,-4.08,0,-0.1489,-0.0758,-0.0846,0.73,0.3097,6,2,120,True,False,66.0,,,,0.0,0.0,6.32,7.15,2.04,0.0,10704.29,0.11572099999999999,0.0,0.0,0.0,0.0,False,30.85245,"[{'name': 'Declining Revenue (Partial)', 'value': -3}, {'name': 'ROE Decay Spline (6.3)', 'value': -42.2}, {'name': 'Quality Floor Spline (F:4)', 'value': -42.2}, {'name': 'Cash Quality Spline (0.0)', 'value': -42.2}, {'name': 'EPS Decay Spline (-7.7)', 'value': -42.2}, {'name': 'Lopsided Profile Spline (32.1)', 'value': -42.2}, {'name': 'Institutional Quality Gate 4/12', 'value': -42.2}]",87.5,10.0,0.0,0,,Avoid,-7.969279587268829,"{""avg_roe_5y"": -0.029675673693418503, ""market_cap_cr"": -0.011628045700490475, ""debt_equity"": -0.006174634210765362, ""sales_cagr_5y"": -0.004251131322234869, ""pe_ratio"": 0.004049192648380995, ""score"": -0.0028224627021700144, ""cfo_pat_ratio"": 0.0011054323986172676}",133.7,121.3,163.9
LMW.NS,12893.0,yfinance,247,,,4650,Industrials,Specialty Industrial Machinery,13781.07,15235.033295898438,14771.58,26.06,-1.1,,3.69,11.46,3.73,0.0,,120.7,29.35,7117.6,0,0.0,-24.0,6,9pt_piotroski,1.83,False,0,2660.19,-79.37,Bearish,False,None,11319.5,-12.2,2,5844.4,1273.2,495.76,11901.48,2,0,STABLE,18250.0,12826.0,0.98,-2.7,0,-0.1617,-0.1385,-0.1602,1.07,0.2823,6,2,120,True,False,68.8,,,,0.0,0.0,11.46,120.7,0.0,0.0,13781.07,0.115699,0.0,0.0,0.0,0.0,False,17.16586,"[{'name': 'Declining Revenue (Partial)', 'value': -3}, {'name': 'Extreme Overvaluation', 'value': -5}, {'name': 'ROE Decay Spline (11.5)', 'value': -45}, {'name': 'Margin Decay Spline (3.7)', 'value': -45}, {'name': 'Overvaluation Spline (-79.4)', 'value': -45}, {'name': 'Cash Quality Spline (0.0)', 'value': -45}, {'name': 'EPS Decay Spline (-24.0)', 'value': -45}, {'name': 'Lopsided Profile Spline (28.7)', 'value': -45}, {'name': 'Institutional Quality Gate 4/12', 'value': -45}]",87.5,25.0,0.0,0,,Avoid,-0.14627892524003983,"{""pe_ratio"": 0.02620864473283291, ""market_cap_cr"": 0.009184072725474834, ""avg_roe_5y"": -0.006695852614939213, ""sales_cagr_5y"": -0.0038678105920553207, ""debt_equity"": 0.0022776133846491575, ""score"": 0.0011544759618118405, ""cfo_pat_ratio"": 0.0005715388688258827}",13150.9,11901.5,16116.2
PHOENIXLTD.NS,1476.300048828125,yfinance,247,,,551573,Real Estate,Real Estate - Diversified,52829.79,1647.3119049072266,1705.8099951171876,30.07,15.0,,9.42,10.52,26.49,0.34,,48.59,25.93,8417.4,0,0.0,4.2,5,9pt_piotroski,1.05,False,0,478.86,-67.56,Bearish,False,None,1959.3684,32.72,19,4787.3,3630.1,55.09,1366.12,18,0,STABLE,1993.0,1402.5,10.43,-10.46,0,-0.1482,-0.1939,-0.0922,0.82,0.2432,7,2,120,True,False,74.4,,,,0.0,0.0,10.52,48.59,0.34,0.0,52829.79,0.114656,22.79,50.0,-31.63,0.89,False,31.34182,"[{'name': 'ROE Decay Spline (10.5)', 'value': -45}, {'name': 'Overvaluation Spline (-67.6)', 'value': -45}, {'name': 'Cash Quality Spline (0.0)', 'value': -45}, {'name': 'EPS Decay Spline (4.2)', 'value': -45}, {'name': 'Lopsided Profile Spline (26.0)', 'value': -45}, {'name': 'Institutional Quality Gate 4/12', 'value': -45}]",87.5,20.0,0.0,0,,Avoid,-2.553224004805088,"{""market_cap_cr"": 0.022452158853411674, ""sales_cagr_5y"": -0.007452605292201042, ""pe_ratio"": -0.006765726488083601, ""debt_equity"": -0.0018518156139180064, ""score"": -0.0016507343389093876, ""cfo_pat_ratio"": 0.00125305715482682, ""avg_roe_5y"": -0.0012211187276989222}",1505.8,1366.1,1845.4
GPPL.NS,145.17999267578125,yfinance,248,,,1007892,Industrials,Marine Shipping,7024.18,163.04447746276855,169.7532000732422,24.49,11.2,9.92,16.98,14.17,44.2,2.11,,14.48,27.44,7548.5,0,0.0,8.3,7,9pt_piotroski,0.54,False,0,103.0,-29.05,Bearish,False,None,176.25,21.4,8,4403.8,3144.7,5.41,134.35,184,0,STABLE,200.09,127.74,21.65,16.05,0,-0.1732,-0.2501,-0.0469,0.81,0.2501,7,2,120,True,False,74.4,,,,0.0,9.92,14.17,14.48,2.11,0.0,7024.18,0.114531,0.0,0.0,0.0,0.0,False,40.29353,"[{'name': 'Overvaluation Spline (-29.1)', 'value': np.float64(-44.5)}, {'name': 'Cash Quality Spline (0.0)', 'value': np.float64(-44.5)}, {'name': 'Lopsided Profile Spline (30.2)', 'value': np.float64(-44.5)}, {'name': 'Institutional Quality Gate 6/12', 'value': np.float64(-44.5)}]",87.5,10.0,0.0,0,,Avoid,-2.8396738693118095,"{""market_cap_cr"": -0.008726504631340504, ""avg_roe_5y"": 0.00762036582455039, ""sales_cagr_5y"": 0.0039970483630895615, ""cfo_pat_ratio"": 0.001309447456151247, ""debt_equity"": -0.001190505805425346, ""score"": -0.0009896974079310894, ""pe_ratio"": -0.00012142334890086204}",148.1,134.3,181.5
TRIVENI.NS,340.3999938964844,yfinance,248,,,399089,Consumer Defensive,Confectioners,7456.2,362.5842169189453,365.48676818847656,25.16,16.5,10.61,7.82,17.9,4.64,0.25,,24.32,27.28,7734.4,0,0.0,97.9,2,9pt_piotroski,0.58,False,0,221.85,-34.83,Bearish,False,Buy,479.33334,40.81,3,6671.1,1063.3,17.0,306.39,58,0,STABLE,468.1,313.1,10.84,-38.46,0,-0.115,-0.1227,-0.0509,0.48,0.2374,7,2,120,True,False,74.4,,,,0.0,10.61,17.9,24.32,0.25,0.0,7456.2,0.114504,0.0,0.0,0.0,0.0,False,59.13126,"[{'name': 'Margin Decay Spline (4.6)', 'value': -40}, {'name': 'Quality Floor Spline (F:2)', 'value': -40}, {'name': 'Overvaluation Spline (-34.8)', 'value': -40}, {'name': 'Cash Quality Spline (0.0)', 'value': -40}, {'name': 'Institutional Quality Gate 7/12', 'value': -40}]",87.5,20.0,0.0,0,,Hold,-2.2571325302124023,"{""sales_cagr_5y"": 0.010609541088342667, ""market_cap_cr"": -0.008683478459715843, ""avg_roe_5y"": 0.0060449205338954926, ""pe_ratio"": -0.0037072610575705767, ""score"": 0.00231768935918808, ""cfo_pat_ratio"": 0.0013281325809657574, ""debt_equity"": -0.000185412383871153}",347.2,306.4,425.5
PANAMAPET.NS,254.85000610351562,yfinance,248,,,36571,Energy,Oil & Gas Refining & Marketing,1541.68,304.76213638305666,284.2090002441406,38.12,6.5,9.41,14.9,21.08,6.32,2.33,,8.33,36.9,8043.4,0,0.0,-5.6,6,9pt_piotroski,1.58,False,0,390.52,53.24,Bearish,False,None,0.0,0.0,0,7843.3,200.1,11.25,232.36,88,0,STABLE,403.9,250.0,18.67,-4.16,0,-0.0751,-0.0953,-0.1381,1.07,0.3539,7,2,120,True,False,74.4,,,,0.0,9.41,21.08,8.33,2.33,0.0,1541.68,0.114121,0.0,0.0,0.0,0.0,False,52.23493,"[{'name': 'Margin Decay Spline (6.3)', 'value': -40}, {'name': 'Cash Quality Spline (0.0)', 'value': -40}, {'name': 'EPS Decay Spline (-5.6)', 'value': -40}, {'name': 'Lopsided Profile Spline (36.7)', 'value': -40}, {'name': 'Institutional Quality Gate 6/12', 'value': -40}]",87.5,25.0,0.0,0,,Hold,-6.1149802058935165,"{""market_cap_cr"": -0.0336151197552681, ""sales_cagr_5y"": 0.003392146434634924, ""score"": -0.0023354580625891685, ""pe_ratio"": 0.0018530521774664521, ""debt_equity"": -0.0015786357689648867, ""avg_roe_5y"": 0.0008174539543688297, ""cfo_pat_ratio"": 0.00061223708325997}",259.9,232.4,318.6
LTF.NS,248.35000610351562,yfinance,248,,,4352761,Financial Services,Credit Services,62246.52,256.8617490386963,283.9959973144531,33.41,26.6,,10.34,8.72,33.23,3.71,,22.17,24.62,8636.0,0,0.0,17.6,3,9pt_piotroski,-0.08,False,0,119.16,-52.02,Bearish,False,Buy,312.72223,25.92,18,6725.8,1910.2,10.32,227.72,96,0,STABLE,329.45,140.0,0.0,42.93,0,-0.1659,-0.1813,0.0067,0.36,0.2246,7,2,120,True,False,74.4,,,,0.0,0.0,8.72,22.17,3.71,0.0,62246.52,0.11376,28.17,66.67,-26.21,0.97,False,43.38534,"[{'name': 'ROE Decay Spline (8.7)', 'value': -40}, {'name': 'Quality Floor Spline (F:3)', 'value': -40}, {'name': 'Overvaluation Spline (-52.0)', 'value': -40}, {'name': 'Cash Quality Spline (0.0)', 'value': -40}, {'name': 'Lopsided Profile Spline (35.6)', 'value': -40}, {'name': 'Institutional Quality Gate 5/12', 'value': -40}]",87.5,10.0,0.0,0,,Avoid,0.34201585222035646,"{""market_cap_cr"": 0.019010275602340698, ""avg_roe_5y"": 0.01120578870177269, ""debt_equity"": 0.0036179875023663044, ""pe_ratio"": -0.002006546128541231, ""cfo_pat_ratio"": 0.0012023452436551452, ""score"": 0.0004371402901597321, ""sales_cagr_5y"": 0.00024863629369065166}",253.3,227.7,310.4
EDELWEISS.NS,101.06999969482422,yfinance,248,,,4671293,Financial Services,Financial Conglomerates,9594.81,109.68667537689208,110.88279968261719,30.79,111.2,14.01,9.01,6.97,8.09,3.51,,13.61,22.67,5262.8,0,0.0,68.5,5,9pt_piotroski,1.72,False,0,45.45,-55.03,Bearish,False,None,0.0,0.0,0,3970.1,1292.7,4.73,91.6,211,0,STABLE,130.7,73.5,0.0,22.24,0,-0.1654,-0.0687,-0.1509,0.6,0.2079,7,2,120,True,False,74.4,,,,0.0,14.01,6.97,13.61,3.51,0.0,9594.81,0.113409,0.0,0.0,0.0,0.0,False,60.0058,"[{'name': 'ROE Decay Spline (7.0)', 'value': -40}, {'name': 'Overvaluation Spline (-55.0)', 'value': -40}, {'name': 'Cash Quality Spline (0.0)', 'value': -40}, {'name': 'Institutional Quality Gate 7/12', 'value': -40}]",87.5,10.0,0.0,0,,Hold,-6.794869899749756,"{""avg_roe_5y"": -0.028603071346879005, ""market_cap_cr"": -0.013796864077448845, ""score"": 0.00631768349558115, ""debt_equity"": -0.0060766469687223434, ""sales_cagr_5y"": 0.00499744713306427, ""pe_ratio"": -0.0018693982856348157, ""cfo_pat_ratio"": 0.0013776031555607915}",103.1,91.6,126.3
VAIBHAVGBL.NS,194.8800048828125,yfinance,248,,,380503,Consumer Cyclical,Luxury Goods,3262.17,231.25315567016602,224.7407388305664,32.34,9.1,6.98,11.36,10.77,5.8,0.16,,15.77,33.54,7534.7,0,0.0,40.4,8,9pt_piotroski,2.31,False,0,86.71,-55.51,Bearish,False,None,0.0,0.0,0,5915.1,1619.6,8.84,177.21,113,0,STABLE,293.25,194.56,14.62,19.89,0,-0.1697,-0.1648,-0.2024,1.28,0.2986,7,2,120,True,False,74.4,,,,0.0,6.98,10.77,15.77,0.16,0.0,3262.17,0.11300199999999999,0.0,0.0,0.0,0.0,False,60.00553,"[{'name': 'ROE Decay Spline (10.8)', 'value': -40}, {'name': 'Margin Decay Spline (5.8)', 'value': -40}, {'name': 'Overvaluation Spline (-55.5)', 'value': -40}, {'name': 'Cash Quality Spline (0.0)', 'value': -40}, {'name': 'Institutional Quality Gate 7/12', 'value': -40}]",87.5,40.0,0.2,1,VIJAY_KEDIA,Hold,-7.51374289393425,"{""market_cap_cr"": -0.036886390298604965, ""debt_equity"": -0.006156770512461662, ""score"": 0.002855704165995121, ""avg_roe_5y"": -0.0027117605786770582, ""sales_cagr_5y"": -0.0015884870663285255, ""pe_ratio"": -0.00109002401586622, ""cfo_pat_ratio"": 0.0007357586873695254}",198.8,177.2,243.6
SANDUMA.NS,174.60000610351562,yfinance,248,,,1478210,Metals & Mining,Steel,8487.06,189.50020484924318,208.80920013427735,30.01,27.0,,18.0,16.0,11.79,0.64,,14.69,36.04,7660.8,0,0.0,-15.8,5,9pt_piotroski,-1.1,False,0,126.33,-27.65,Bearish,False,None,0.0,0.0,0,7591.9,68.9,9.33,155.94,107,0,STABLE,273.0,125.77,17.54,-11.57,0,-0.1344,-0.2104,0.0958,0.44,0.3404,7,2,120,True,False,74.4,,,,0.0,0.0,16.0,14.69,0.64,0.0,8487.06,0.11293599999999998,0.0,0.0,0.0,0.0,False,30.06868,"[{'name': 'Overvaluation Spline (-27.6)', 'value': -45}, {'name': 'Cash Quality Spline (0.0)', 'value': -45}, {'name': 'EPS Decay Spline (-15.8)', 'value': -45}, {'name': 'Lopsided Profile Spline (27.7)', 'value': -45}, {'name': 'Institutional Quality Gate 5/12', 'value': -45}]",87.5,10.0,0.0,0,,Avoid,-4.320837557315826,"{""market_cap_cr"": -0.0096924202516675, ""sales_cagr_5y"": -0.004440790507942438, ""avg_roe_5y"": 0.003035292262211442, ""score"": -0.0028529257979243994, ""debt_equity"": -0.0012827730970457196, ""pe_ratio"": 0.0012708456488326192, ""cfo_pat_ratio"": 0.001049861777573824}",178.1,155.9,218.3
FIEMIND.NS,1965.0999755859375,yfinance,248,,,76998,Consumer Cyclical,Auto Parts,5175.23,2094.245143432617,2191.065993652344,33.14,16.2,,19.74,18.53,9.08,5.7,,21.28,23.1,6524.7,0,0.0,34.8,8,9pt_piotroski,0.43,False,0,973.84,-50.44,Bearish,False,None,2709.0,37.86,4,5452.1,1072.6,82.13,1800.84,12,0,STABLE,2555.3,1255.1,25.5,23.67,0,-0.1391,-0.1807,-0.0377,0.51,0.2281,7,2,120,True,False,74.4,,,,0.0,0.0,18.53,21.28,5.7,0.0,5175.23,0.112815,0.0,0.0,0.0,0.0,False,59.58927,"[{'name': 'Overvaluation Spline (-50.4)', 'value': -40}, {'name': 'Cash Quality Spline (0.0)', 'value': -40}, {'name': 'Lopsided Profile Spline (43.5)', 'value': -40}, {'name': 'Institutional Quality Gate 7/12', 'value': -40}]",87.5,25.0,0.0,0,,Hold,-5.5600810796022415,"{""market_cap_cr"": -0.0248841755092144, ""pe_ratio"": -0.003426299663260579, ""avg_roe_5y"": 0.0032691084779798985, ""sales_cagr_5y"": -0.003007385181263089, ""score"": 0.0027214314322918653, ""cfo_pat_ratio"": 0.0009794880170375109, ""debt_equity"": -0.0009575243457220495}",2004.4,1800.8,2456.4
RELIGARE.NS,210.8300018310547,yfinance,247,,,1941403,Financial Services,Insurance - Life,7043.3,244.1901000213623,229.63379974365233,50.28,23.8,,4.98,4.98,1.28,8.07,,68.03,28.53,5247.5,0,0.0,0.0,3,9pt_piotroski,1.86,False,0,78.27,-62.88,Bullish,True,None,0.0,0.0,0,4359.0,888.5,9.61,191.6,104,0,STABLE,295.0,196.51,7.64,105.63,0,-0.0462,-0.0994,-0.1626,0.89,0.2725,6,2,120,True,False,67.4,,,,0.0,0.0,4.98,68.03,8.07,0.0,7043.3,0.112429,0.0,0.0,0.0,0.0,False,15.11056,"[{'name': 'High Overvaluation', 'value': -3}, {'name': 'ROE Decay Spline (5.0)', 'value': -51.1}, {'name': 'Margin Decay Spline (1.3)', 'value': -51.1}, {'name': 'Quality Floor Spline (F:3)', 'value': -51.1}, {'name': 'Overvaluation Spline (-62.9)', 'value': -51.1}, {'name': 'Cash Quality Spline (0.0)', 'value': -51.1}, {'name': 'EPS Decay Spline (0.0)', 'value': -51.1}, {'name': 'Lopsided Profile Spline (22.3)', 'value': -51.1}, {'name': 'Institutional Quality Gate 2/12', 'value': -51.1}]",75.0,10.0,0.0,0,,Avoid,-5.992768332362175,"{""avg_roe_5y"": -0.0239539984613657, ""market_cap_cr"": -0.008485031314194202, ""sales_cagr_5y"": -0.004049148876219988, ""pe_ratio"": 0.0033056021202355623, ""debt_equity"": 0.0025950996205210686, ""cfo_pat_ratio"": 0.000780830392614007, ""score"": 0.00017444021068513393}",215.0,191.6,263.5
BLACKBUCK.NS,563.25,yfinance,246,,,867133,IT Services,Software - Application,10229.97,584.2089991760254,596.7559997558594,47.84,50.4,52.28,0.0,-55.47,63.72,3.63,,26.89,24.7,7443.0,0,0.0,0.0,5,9pt_piotroski,0.81,False,0,194.14,-65.53,Neutral,True,None,742.7143,31.86,7,3220.4,4222.6,30.43,502.39,32,0,STABLE,748.0,373.2,-21.99,33.24,0,-0.0636,-0.1067,-0.0707,0.45,0.2321,5,2,120,True,False,59.0,,,,0.0,52.28,-55.47,26.89,3.63,0.0,10229.97,0.11215499999999999,0.0,0.0,0.0,0.0,True,40.00295,"[{'name': 'ROE Decay Spline (-55.5)', 'value': -60}, {'name': 'Value Destruction Spline (-55.5)', 'value': -60}, {'name': 'Overvaluation Spline (-65.5)', 'value': -60}, {'name': 'Cash Quality Spline (0.0)', 'value': -60}, {'name': 'EPS Decay Spline (0.0)', 'value': -60}, {'name': 'Lopsided Profile Spline (43.6)', 'value': -60}, {'name': 'Institutional Quality Gate 4/12', 'value': -60}]",75.0,25.0,0.0,0,,Avoid,-8.829054236412048,"{""sales_cagr_5y"": -0.024913253262639046, ""avg_roe_5y"": -0.014524362981319427, ""pe_ratio"": -0.008373544551432133, ""market_cap_cr"": -0.007703335490077734, ""debt_equity"": -0.0020363270305097103, ""score"": -0.0016283405711874366, ""cfo_pat_ratio"": 0.0011840572115033865}",574.5,502.4,704.1
LT.NS,3304.300048828125,yfinance,248,,,5197440,Industrials,Engineering & Construction,454845.95,3814.4025048828125,3947.96400390625,24.26,11.1,,15.4,13.42,5.75,1.12,,25.88,25.58,6560.7,0,0.0,-4.3,5,9pt_piotroski,1.15,False,0,1516.03,-54.12,Bearish,False,Buy,4544.033,37.52,30,1661.0,4899.7,139.92,3024.45,7,0,STABLE,4440.0,2965.3,15.16,20.78,0,-0.2457,-0.1886,-0.101,0.81,0.2521,7,2,120,True,False,74.4,,,,0.0,0.0,13.42,25.88,1.12,0.0,454845.95,0.111873,14.05,50.0,-25.22,0.69,False,30.04598,"[{'name': 'Margin Decay Spline (5.8)', 'value': -51.1}, {'name': 'Overvaluation Spline (-54.1)', 'value': -51.1}, {'name': 'Cash Quality Spline (0.0)', 'value': -51.1}, {'name': 'EPS Decay Spline (-4.3)', 'value': -51.1}, {'name': 'Lopsided Profile Spline (25.7)', 'value': -51.1}, {'name': 'Institutional Quality Gate 2/12', 'value': -51.1}]",87.5,10.0,0.0,0,,Avoid,-1.3631811365485191,"{""market_cap_cr"": 0.022359898313879967, ""pe_ratio"": -0.009281378239393234, ""avg_roe_5y"": 0.00724220834672451, ""sales_cagr_5y"": -0.002441609278321266, ""score"": -0.001439672545529902, ""cfo_pat_ratio"": 0.0011827009730041027, ""debt_equity"": -0.0009584789513610303}",3370.4,3024.4,4130.4
LLOYDSME.NS,1188.699951171875,yfinance,248,,,639277,Metals & Mining,Steel,66875.99,1324.4345013427735,1194.5339965820312,47.9,201.9,,22.65,21.43,20.05,1.0,,27.11,26.26,7945.3,0,0.0,166.8,4,9pt_piotroski,1.2,False,0,324.6,-72.69,Neutral,True,None,1703.3334,43.29,6,7679.1,266.2,61.57,1065.57,16,0,STABLE,1612.0,1015.0,26.32,16.65,0,0.04,-0.1211,-0.1052,0.66,0.2519,7,2,120,True,False,74.4,,,,0.0,0.0,21.43,27.11,1.0,0.0,66875.99,0.111747,0.0,0.0,0.0,0.0,False,52.59508,"[{'name': 'Quality Floor Spline (F:4)', 'value': -42.2}, {'name': 'Overvaluation Spline (-72.7)', 'value': -42.2}, {'name': 'Cash Quality Spline (0.0)', 'value': -42.2}, {'name': 'Lopsided Profile Spline (42.7)', 'value': -42.2}, {'name': 'Institutional Quality Gate 4/12', 'value': -42.2}]",87.5,25.0,0.0,0,,Hold,-2.494545839726925,"{""market_cap_cr"": 0.019004175439476967, ""pe_ratio"": -0.013327977620065212, ""sales_cagr_5y"": -0.004488103091716766, ""avg_roe_5y"": 0.0029999965336173773, ""score"": -0.0015395621303468943, ""debt_equity"": 0.0014158363919705153, ""cfo_pat_ratio"": 0.00128564378246665}",1212.5,1065.6,1485.9
KEI.NS,3956.5,yfinance,248,,,496217,Energy & Utilities,Electrical Equipment & Parts,37905.64,4120.438620605469,4427.4869140625,13.94,19.8,19.14,12.04,18.02,7.69,3.8,,44.04,25.39,8096.5,0,0.0,37.5,3,9pt_piotroski,0.65,False,0,1207.42,-69.48,Bearish,False,Buy,4802.5654,21.38,23,3601.9,4494.6,197.82,3560.85,5,0,STABLE,5303.0,2424.0,16.67,21.66,0,-0.1681,-0.1082,-0.0569,0.41,0.24,7,2,120,True,False,74.4,,,,0.0,19.14,18.02,44.04,3.8,0.0,37905.64,0.11127399999999998,-0.95,33.33,-24.04,-0.0,False,48.02201,"[{'name': 'Quality Floor Spline (F:3)', 'value': -40}, {'name': 'Overvaluation Spline (-69.5)', 'value': -40}, {'name': 'Cash Quality Spline (0.0)', 'value': -40}, {'name': 'Lopsided Profile Spline (34.1)', 'value': -40}, {'name': 'Institutional Quality Gate 6/12', 'value': -40}]",87.5,40.0,0.0,0,,Avoid,0.1026125974021852,"{""sales_cagr_5y"": 0.014114814810454845, ""avg_roe_5y"": 0.007870551198720932, ""market_cap_cr"": 0.00722372205927968, ""debt_equity"": 0.005247674882411957, ""pe_ratio"": -0.0031098846811801195, ""score"": -0.0015036844415590167, ""cfo_pat_ratio"": 0.0014783985679969192}",4035.6,3560.8,4945.6
